"angle_deg","phi_scatter_rad","mod_f_bempp","theta_body_tmm","phi_body_tmm","theta_scatter_tmm","phi_scatter_tmm","mod_f_tmm","sigma_scat_dB","delta_amp_db"
0,0,0.00461458539016333,1.5707963267949,6.12303176911189e-17,0,0,0.00461622091054577,-46.7142683214167,0.00307794340570609
10,0.174532925199433,0.00459629125725517,1.5707963267949,6.12303176911189e-17,0.174532925199433,3.52611346193123e-16,0.00459737081707138,-46.7498093058381,0.00203986994268942
100,1.74532925199433,0.0401426898846099,1.5707963267949,6.12303176911189e-17,1.74532925199433,6.21748940377806e-17,0.0401598833166986,-27.9241511538083,0.00371943886604312
102,1.78023583703422,0.0375584474985536,1.5707963267949,6.12303176911189e-17,1.78023583703422,6.25982394121132e-17,0.0375738918854251,-28.5022763719157,0.00357098535417666
104,1.8151424220741,0.0346774366378173,1.5707963267949,6.12303176911189e-17,1.8151424220741,6.31047999418913e-17,0.0346909566832562,-29.1956744663874,0.00338579628123457
106,1.85004900711399,0.0315738382814733,1.5707963267949,6.12303176911189e-17,1.85004900711399,6.36978649516976e-17,0.0315853210142821,-30.0102940967645,0.00315829887958543
108,1.88495559215388,0.0283249655590621,1.5707963267949,6.12303176911189e-17,1.88495559215388,6.43813660303196e-17,0.0283343638161353,-30.9537306802087,0.00288151043711262
110,1.91986217719376,0.0250088767917127,1.5707963267949,6.12303176911189e-17,1.91986217719376,6.51599430885273e-17,0.0250162110464705,-32.0355693574555,0.00254690318852097
112,1.95476876223365,0.0217023979697617,1.5707963267949,6.12303176911189e-17,1.95476876223365,6.60390249350576e-17,0.0217077571062155,-33.2677009300035,0.00214460731355244
114,1.98967534727354,0.0184798516077959,1.5707963267949,6.12303176911189e-17,1.98967534727354,6.70249270891493e-17,0.0184833938459836,-34.6643656479715,0.0016647612884566
116,2.02458193231342,0.0154129369691212,1.5707963267949,6.12303176911189e-17,2.02458193231342,6.81249702790511e-17,0.0154148932450797,-36.2411895721499,0.00110238034798935
118,2.05948851735331,0.0125725158237735,1.5707963267949,6.12303176911189e-17,2.05948851735331,6.93476240111365e-17,0.0125731999377155,-38.0110835657196,0.000472616350087165
12,0.20943951023932,0.00466272548565491,1.5707963267949,6.12303176911189e-17,0.209439510239319,2.94501561938569e-16,0.00466368374078164,-46.6254181627953,0.00178488807495443
120,2.0943951023932,0.0100335926599033,1.5707963267949,6.12303176911189e-17,2.0943951023932,7.07026808030676e-17,0.0100334255588979,-39.971015342909,-0.000144657355236558
122,2.12930168743308,0.00788502999504978,1.5707963267949,6.12303176911189e-17,2.12930168743308,7.22014682523675e-17,0.00788458525262576,-42.0644229325186,-0.000489927439922618
124,2.16420827247297,0.00624129781195948,1.5707963267949,6.12303176911189e-17,2.16420827247297,7.38571081916238e-17,0.00624134178595586,-44.094440682014,6.11975177982196e-05
126,2.19911485751286,0.00522959753909739,1.5707963267949,6.12303176911189e-17,2.19911485751286,7.56848349501309e-17,0.00523095327031884,-45.6283831927731,0.00225145540591089
128,2.23402144255274,0.00489245952345714,1.5707963267949,6.12303176911189e-17,2.23402144255274,7.77023884647106e-17,0.00489548673208033,-46.2040824427006,0.00537273094158703
130,2.26892802759263,0.00507316481758492,1.5707963267949,6.12303176911189e-17,2.26892802759263,7.99305030421177e-17,0.00507747369314017,-45.8870463607424,0.00737420010485068
132,2.30383461263252,0.00550700701783177,1.5707963267949,6.12303176911189e-17,2.30383461263252,8.23935195293659e-17,0.00551195168468215,-45.1738919583217,0.00779544321778149
134,2.3387411976724,0.00598932095340678,1.5707963267949,6.12303176911189e-17,2.3387411976724,8.51201583205779e-17,0.00599440247139015,-44.4450820271539,0.00736624260726363
136,2.37364778271229,0.00641091208597583,1.5707963267949,6.12303176911189e-17,2.37364778271229,8.8144504255611e-17,0.00641581211153703,-43.8549672589339,0.00663631378726027
138,2.40855436775217,0.00672554522857024,1.5707963267949,6.12303176911189e-17,2.40855436775217,9.15072739301372e-17,0.00673006826382459,-43.4396106131372,0.00583943445615263
14,0.244346095279206,0.00476029991485821,1.5707963267949,6.12303176911189e-17,0.244346095279206,2.53099528421531e-16,0.00476113824232599,-46.4457841671587,0.00152952101652133
140,2.44346095279206,0.00692065142661506,1.5707963267949,6.12303176911189e-17,2.44346095279206,9.52574641583062e-17,0.0069246826784089,-43.192002464544,0.00505802300015987
142,2.47836753783195,0.00700088465530207,1.5707963267949,6.12303176911189e-17,2.47836753783195,9.94545219168223e-17,0.00700436681466686,-43.0926223648094,0.00431918736093823
144,2.51327412287183,0.00697955669093437,1.5707963267949,6.12303176911189e-17,2.51327412287183,1.04171238479205e-16,0.00698247648016434,-43.1198103701175,0.00363284731913574
146,2.54818070791172,0.00687404328361218,1.5707963267949,6.12303176911189e-17,2.54818070791172,1.09497665852124e-16,0.00687642219576073,-43.2527493306241,0.00300542096093464
148,2.58308729295161,0.00670318017577494,1.5707963267949,6.12303176911189e-17,2.58308729295161,1.15546502691725e-16,0.00670506683799233,-43.4719377724249,0.00244436724590161
150,2.61799387799149,0.00648570760843127,1.5707963267949,6.12303176911189e-17,2.61799387799149,1.22460635382238e-16,0.00648717070419196,-43.7588934768412,0.00195920875150698
152,2.65290046303138,0.00623930307264851,1.5707963267949,6.12303176911189e-17,2.65290046303138,1.30423911786631e-16,0.00624042444712033,-44.0957174090014,0.001560953140355
154,2.68780704807127,0.00597996223676685,1.5707963267949,6.12303176911189e-17,2.68780704807127,1.39676888270614e-16,0.00598083013596301,-44.4647706398084,0.00126053131149896
156,2.72271363311115,0.00572159427409355,1.5707963267949,6.12303176911189e-17,2.72271363311115,1.50540451010478e-16,0.00572229685271056,-44.8485923254069,0.00106651142857277
158,2.75762021815104,0.0054757562400155,1.5707963267949,6.12303176911189e-17,2.75762021815104,1.63452322429192e-16,0.00547637561458233,-45.2301354410531,0.000982424099572763
16,0.279252680319093,0.00489100492694295,1.5707963267949,6.12303176911189e-17,0.279252680319093,2.22140854274378e-16,0.00489173435785633,-46.2107427009471,0.00129529291121513
160,2.79252680319093,0.00525149053143857,1.5707963267949,6.12303176911189e-17,2.79252680319093,1.79025472288677e-16,0.00525209778216555,-45.5933439385529,0.00100432588284987
162,2.82743338823081,0.00505526017884315,1.5707963267949,6.12303176911189e-17,2.82743338823081,1.98145470332369e-16,0.00505591178517399,-45.924010243352,0.00111951032089164
164,2.8623399732707,0.00489099819761049,1.5707963267949,6.12303176911189e-17,2.8623399732707,2.22140854274378e-16,0.00489173435785633,-46.2107427009471,0.00130724347764725
166,2.89724655831059,0.00476029317255118,1.5707963267949,6.12303176911189e-17,2.89724655831059,2.53099528421531e-16,0.00476113824232599,-46.4457841671587,0.00154182338766369
168,2.93215314335047,0.00466271884161522,1.5707963267949,6.12303176911189e-17,2.93215314335047,2.94501561938569e-16,0.00466368374078164,-46.6254181627953,0.0017972648354485
170,2.96705972839036,0.00459628480809279,1.5707963267949,6.12303176911189e-17,2.96705972839036,3.52611346193123e-16,0.00459737081707138,-46.7498093058381,0.00205205732354089
172,3.00196631343025,0.00455795326526482,1.5707963267949,6.12303176911189e-17,3.00196631343025,4.39957989501782e-16,0.00455915634502434,-46.822310289687,0.00229235328395771
174,3.03687289847013,0.00454414991439982,1.5707963267949,6.12303176911189e-17,3.03687289847013,5.85776503136123e-16,0.00454546466652437,-46.8484342761566,0.00251271202606649
176,3.07177948351002,0.00455120420424829,1.5707963267949,6.12303176911189e-17,3.07177948351002,8.7777254790313e-16,0.00455262682154521,-46.834758946333,0.0027146147383041
178,3.10668606854991,0.00457567911368829,1.5707963267949,6.12303176911189e-17,3.10668606854991,1.75447566516713e-15,0.00457720902618068,-46.7879850861972,0.00290370667388957
18,0.314159265358979,0.00505526677632713,1.5707963267949,6.12303176911189e-17,0.314159265358979,1.98145470332369e-16,0.00505591178517399,-45.924010243352,0.00110817460753447
180,3.14159265358979,0.00461458066192586,1.5707963267949,6.12303176911189e-17,3.14159265358979,0,0.00461622091054577,-46.7142683214167,0.00308684322364574
182,3.17649923862968,0.004665460601016,1.5707963267949,6.12303176911189e-17,3.10668606854991,3.14159265358979,0.00466721718720703,-46.6188397782649,0.003269696934027
184,3.21140582366957,0.00472643763898878,1.5707963267949,6.12303176911189e-17,3.07177948351002,3.14159265358979,0.00472831819272692,-46.5058661049064,0.00345525209408681
186,3.24631240870945,0.00479616445003371,1.5707963267949,6.12303176911189e-17,3.03687289847013,3.14159265358979,0.00479817656460435,-46.3784754957569,0.00364319036175208
188,3.28121899374934,0.00487376365857601,1.5707963267949,6.12303176911189e-17,3.00196631343025,3.14159265358979,0.0048759131988326,-46.2388806861903,0.00383000791038948
190,3.31612557878923,0.0049587497311369,1.5707963267949,6.12303176911189e-17,2.96705972839036,3.14159265358979,0.00496103936288048,-46.088546541663,0.00400965964119967
192,3.35103216382911,0.00505094770170382,1.5707963267949,6.12303176911189e-17,2.93215314335047,3.14159265358979,0.00505337582858156,-45.9283680260944,0.00417453824197552
194,3.385938748869,0.00515041499124153,1.5707963267949,6.12303176911189e-17,2.89724655831059,3.14159265358979,0.00515297522669987,-45.7588389087191,0.00431662251470454
196,3.42084533390889,0.00525736949570456,1.5707963267949,6.12303176911189e-17,2.8623399732707,3.14159265358979,0.00526005074006534,-45.5802013297613,0.00442865124582186
198,3.45575191894877,0.00537212542597301,1.5707963267949,6.12303176911189e-17,2.82743338823081,3.14159265358979,0.00537491256024489,-45.3925719302454,0.00450519320129747
2,0.0349065850398866,0.00457568422203968,1.5707963267949,6.12303176911189e-17,0.0349065850398857,1.75447566516714e-15,0.00457720902618068,-46.7879850861972,0.00289400963207198
20,0.349065850398866,0.0052514968785131,1.5707963267949,6.12303176911189e-17,0.349065850398866,1.79025472288677e-16,0.00525209778216555,-45.5933439385529,0.000993827919413481
200,3.49065850398866,0.00549503776346091,1.5707963267949,6.12303176911189e-17,2.79252680319093,3.14159265358979,0.00549791291084293,-45.196042876755,0.00454349594804008
202,3.52556508902855,0.00562645631355864,1.5707963267949,6.12303176911189e-17,2.75762021815104,3.14159265358979,0.0056294005579887,-44.9907569634277,0.0045440134966239
204,3.56047167406843,0.0057666908955095,1.5707963267949,6.12303176911189e-17,2.72271363311115,3.14159265358979,0.00576968628806179,-44.7769559970848,0.004510540753388
206,3.59537825910832,0.00591598993644493,1.5707963267949,6.12303176911189e-17,2.68780704807127,3.14159265358979,0.00591902157111421,-44.5550015458956,0.00444992296279894
208,3.63028484414821,0.00607453539806197,1.5707963267949,6.12303176911189e-17,2.65290046303138,3.14159265358979,0.00607759330574628,-44.3253672992699,0.00437135745964103
210,3.66519142918809,0.00624245733010299,1.5707963267949,6.12303176911189e-17,2.61799387799149,3.14159265358979,0.00624553793015015,-44.0886029951654,0.00428535597807692
212,3.70009801422798,0.00641987119660795,1.5707963267949,6.12303176911189e-17,2.58308729295161,3.14159265358979,0.006422978063865,-43.8452712242319,0.00420247969807123
214,3.73500459926787,0.00660694024488875,1.5707963267949,6.12303176911189e-17,2.54818070791172,3.14159265358979,0.00661008399857102,-43.5958604324231,0.00413198879648418
216,3.76991118430775,0.00680396337597158,1.5707963267949,6.12303176911189e-17,2.51327412287183,3.14159265358979,0.00680716057351357,-43.3406800948028,0.00408056022627812
218,3.80481776934764,0.00701148604225058,1.5707963267949,6.12303176911189e-17,2.47836753783195,3.14159265358979,0.0070147570627398,-43.0797472999498,0.00405122359218054
22,0.383972435438752,0.00547576222584874,1.5707963267949,6.12303176911189e-17,0.383972435438752,1.63452322429192e-16,0.00547637561458233,-45.2301354410532,0.000972929108151299
220,3.83972435438753,0.0072304275191123,1.5707963267949,6.12303176911189e-17,2.44346095279206,3.14159265358979,0.00723379354133181,-42.8126778106858,0.00404265088642714
222,3.87463093942741,0.00746221250046324,1.5707963267949,6.12303176911189e-17,2.40855436775218,3.14159265358979,0.00746569181291226,-42.538598838192,0.00404891723063007
224,3.9095375244673,0.00770888868850187,1.5707963267949,6.12303176911189e-17,2.37364778271229,3.14159265358979,0.00771249270343538,-42.2561046766372,0.00405982781188529
226,3.94444410950718,0.00797320573797322,1.5707963267949,6.12303176911189e-17,2.3387411976724,3.14159265358979,0.00797693520367643,-41.9632787138208,0.00406187358667558
228,3.97935069454707,0.00825862614068295,1.5707963267949,6.12303176911189e-17,2.30383461263251,3.14159265358979,0.00826246813235543,-41.6578040508072,0.00403981911942905
230,4.01425727958696,0.0085692376978866,1.5707963267949,6.12303176911189e-17,2.26892802759263,3.14159265358979,0.00857316398395741,-41.337177383749,0.00397882265598379
232,4.04916386462684,0.00890954276157309,1.5707963267949,6.12303176911189e-17,2.23402144255274,3.14159265358979,0.00891351005012953,-40.9990248301103,0.00386683824558848
234,4.08407044966673,0.00928411338265692,1.5707963267949,6.12303176911189e-17,2.19911485751286,3.14159265358979,0.00928806572340983,-40.6414944028289,0.00369688402356737
236,4.11897703470662,0.00969712364284014,1.5707963267949,6.12303176911189e-17,2.16420827247297,3.14159265358979,0.00970099689998684,-40.2636726839182,0.00346865403675887
238,4.1538836197465,0.0101517970454074,1.5707963267949,6.12303176911189e-17,2.12930168743308,3.14159265358979,0.0101555249285076,-39.8659524689899,0.00318899573240391
24,0.418879020478639,0.00572159980129195,1.5707963267949,6.12303176911189e-17,0.418879020478639,1.50540451010478e-16,0.00572229685271056,-44.8485923254069,0.00105812065324815
240,4.18879020478639,0.0106498308139897,1.5707963267949,6.12303176911189e-17,2.0943951023932,3.14159265358979,0.0106533515744485,-39.4502748091971,0.00287102053657893
242,4.22369678982628,0.0111908721745996,1.5707963267949,6.12303176911189e-17,2.05948851735331,3.14159265358979,0.0111941348766645,-39.0201892928091,0.00253200458621807
244,4.25860337486616,0.011772118851888,1.5707963267949,6.12303176911189e-17,2.02458193231342,3.14159265358979,0.0117750881929196,-38.5807166282618,0.00219060957720708
246,4.29350995990605,0.0123880976083873,1.5707963267949,6.12303176911189e-17,1.98967534727354,3.14159265358979,0.0123907565801207,-38.1380434954976,0.00186413261407065
248,4.32841654494594,0.0130306469775879,1.5707963267949,6.12303176911189e-17,1.95476876223365,3.14159265358979,0.0130329971207055,-37.6991140137481,0.00156640289684488
250,4.36332312998582,0.0136891021308895,1.5707963267949,6.12303176911189e-17,1.91986217719376,3.14159265358979,0.0136911615928486,-37.2711940731663,0.00130665354466922
252,4.39822971502571,0.0143506580474903,1.5707963267949,6.12303176911189e-17,1.88495559215388,3.14159265358979,0.0143524579903048,-36.8614743127993,0.00108936636991288
254,4.4331363000656,0.0150008746005738,1.5707963267949,6.12303176911189e-17,1.85004900711399,3.14159265358979,0.0150024546706915,-36.476753535261,0.000914852785271474
256,4.46804288510548,0.0156242827231877,1.5707963267949,6.12303176911189e-17,1.8151424220741,3.14159265358979,0.0156256863031825,-36.1232179742193,0.000780246593564055
258,4.50294947014537,0.0162050514569999,1.5707963267949,6.12303176911189e-17,1.78023583703422,3.14159265358979,0.0162063213168119,-35.8063110949104,0.00068061678631784
26,0.453785605518526,0.00597996722484554,1.5707963267949,6.12303176911189e-17,0.453785605518526,1.39676888270614e-16,0.00598083013596301,-44.4647706398084,0.00125328613480718
260,4.53785605518526,0.0167276784790156,1.5707963267949,6.12303176911189e-17,1.74532925199433,3.14159265358979,0.0167288532860337,-35.5306765526781,0.00061000011487177
262,4.57276264022514,0.0171776698284326,1.5707963267949,6.12303176911189e-17,1.71042266695444,3.14159265358979,0.0171787818014773,-35.3001527305313,0.00056225102953456
264,4.60766922526503,0.0175421774113019,1.5707963267949,6.12303176911189e-17,1.67551608191456,3.14159265358979,0.0175432512378507,-35.1177983404834,0.000531681627092152
