"angle_deg","phi_scatter_rad","mod_f_bempp","theta_body_tmm","phi_body_tmm","theta_scatter_tmm","phi_scatter_tmm","mod_f_tmm","sigma_scat_dB","delta_amp_db"
0,0,0.00632159822115188,1.5707963267949,1.5707963267949,1.5707963267949,0,0.00632870238891641,-43.9737065361547,0.00975566123870488
10,0.174532925199433,0.00701043832395179,1.5707963267949,1.5707963267949,1.5707963267949,0.174532925199433,0.00701751158732152,-43.0763372317097,0.008759311318591
100,1.74532925199433,0.017518300986803,1.5707963267949,1.5707963267949,1.5707963267949,1.74532925199433,0.0175557376299811,-35.1116183659544,0.0185419579479876
102,1.78023583703422,0.0173759275254861,1.5707963267949,1.5707963267949,1.5707963267949,1.78023583703422,0.0174128919214018,-35.1825819111309,0.0184581592243138
104,1.8151424220741,0.0172093614183474,1.5707963267949,1.5707963267949,1.5707963267949,1.8151424220741,0.0172457732216214,-35.2663465816229,0.0183583100633631
106,1.85004900711399,0.0170194305530475,1.5707963267949,1.5707963267949,1.5707963267949,1.85004900711399,0.0170552121645628,-35.3628574731519,0.0182420250452927
108,1.88495559215388,0.016807075996606,1.5707963267949,1.5707963267949,1.5707963267949,1.88495559215388,0.0168421529737343,-35.4720478471707,0.0181088763015278
110,1.91986217719376,0.0165733462038608,1.5707963267949,1.5707963267949,1.5707963267949,1.91986217719376,0.0166076476646909,-35.5938375479522,0.0179584017590136
112,1.95476876223365,0.0163193906381424,1.5707963267949,1.5707963267949,1.5707963267949,1.95476876223365,0.0163528496584649,-35.7281311192682,0.0177901152095229
114,1.98967534727354,0.0160464528660901,1.5707963267949,1.5707963267949,1.5707963267949,1.98967534727354,0.016079006867759,-35.8748155858458,0.0176035185115929
116,2.02458193231342,0.0157558631915577,1.5707963267949,1.5707963267949,1.5707963267949,2.02458193231342,0.015787454320704,-36.0337578603806,0.0173981162852159
118,2.05948851735331,0.0154490308951209,1.5707963267949,1.5707963267949,1.5707963267949,2.05948851735331,0.0154796063885509,-36.2048017328218,0.0171734335167817
12,0.20943951023932,0.00719895463168401,1.5707963267949,1.5707963267949,1.5707963267949,0.20943951023932,0.00720619924325796,-42.8458746859253,0.00873658170589672
120,2.0943951023932,0.0151274361456423,1.5707963267949,1.5707963267949,1.5707963267949,2.0943951023932,0.015156948683602,-36.3877643952578,0.0169290365480172
122,2.12930168743308,0.0147926216484893,1.5707963267949,1.5707963267949,1.5707963267949,2.12930168743308,0.0148210296918112,-36.5824324535345,0.0166645579757241
124,2.16420827247297,0.0144461840911252,1.5707963267949,1.5707963267949,1.5707963267949,2.16420827247297,0.0144734522005964,-36.788557376441,0.0163797260315194
126,2.19911485751286,0.0140897654407203,1.5707963267949,1.5707963267949,1.5707963267949,2.19911485751286,0.0141158645762932,-37.0058503358683,0.0160743990329409
128,2.23402144255274,0.013725044139936,1.5707963267949,1.5707963267949,1.5707963267949,2.23402144255274,0.013749951937145,-37.2339763980841,0.0157486054844727
130,2.26892802759263,0.0133537262359406,1.5707963267949,1.5707963267949,1.5707963267949,2.26892802759263,0.0133774272565515,-37.4725480388651,0.0154025903400726
132,2.30383461263252,0.01297753646387,1.5707963267949,1.5707963267949,1.5707963267949,2.30383461263252,0.0130000224173595,-37.7211179758215,0.0150368677894272
134,2.3387411976724,0.0125982092892793,1.5707963267949,1.5707963267949,1.5707963267949,2.3387411976724,0.0126194792211774,-37.9791713424648,0.0146522806648217
136,2.37364778271229,0.0122174798947295,1.5707963267949,1.5707963267949,1.5707963267949,2.37364778271229,0.0122375403371309,-38.2461172734766,0.0142500661393789
138,2.40855436775217,0.0118370750738384,1.5707963267949,1.5707963267949,1.5707963267949,2.40855436775217,0.0118559401524606,-38.521280032642,0.013831926750477
