"case","frequency_hz","frequency_khz","ka","f_bs_real","f_bs_imag","sigma_bs","TS"
"straight",66000,66,0.280708204341605,-2.40155264565954e-05,8.29433971921416e-08,5.76752390594573e-10,-92.3901059668571
"straight",68000,68,0.289214513564078,-2.54265746978936e-05,9.32002038725528e-08,6.46519387145564e-10,-91.8941844742072
"straight",70000,70,0.29772082278655,-2.68719368586628e-05,1.04356168739091e-07,7.22111880745915e-10,-91.4139550959616
"straight",72000,72,0.306227132009023,-2.83509604470843e-05,1.16458308070218e-07,8.03790520809657e-10,-90.9485711979655
"straight",74000,74,0.314733441231496,-2.98629783569472e-05,1.29554291684825e-07,8.91814260661991e-10,-90.4972558729333
"straight",76000,76,0.323239750453969,-3.14073091472364e-05,1.43692391271286e-07,9.86439715373391e-10,-90.0592945078754
"straight",78000,78,0.331746059676442,-3.29832573256928e-05,1.58921428126303e-07,1.08792051983319e-09,-89.6340283171387
"straight",80000,80,0.340252368898915,-3.45901136362874e-05,1.75290720335462e-07,1.19650668820791e-09,-89.220848694336
"straight",82000,82,0.348758678121388,-3.6227155350559e-05,1.92850029426518e-07,1.31244397592738e-09,-88.8191922618097
"straight",84000,84,0.357264987343861,-3.78936465627491e-05,2.11649506525637e-07,1.43597324533616e-09,-88.4285365167528
"straight",86000,86,0.365771296566333,-3.95888384886703e-05,2.31739638045982e-07,1.56732983614186e-09,-88.0483959897327
"straight",88000,88,0.374277605788806,-4.13119697682378e-05,2.53171190937377e-07,1.70674294178372e-09,-87.6783188449253
"straight",90000,90,0.382783915011279,-4.30622667715925e-05,2.75995157524973e-07,1.85443499283478e-09,-87.3178838624908
"straight",92000,92,0.391290224233752,-4.4838943908736e-05,3.00262699964278e-07,2.01062104853976e-09,-86.9666977526919
"straight",94000,94,0.399796533456225,-4.66412039425992e-05,3.26025094339257e-07,2.17550819757727e-09,-86.6243927589419
"straight",96000,96,0.408302842678698,-4.84682383054603e-05,3.5333367442964e-07,2.34929496912038e-09,-86.2906245132845
"straight",98000,98,0.416809151901171,-5.0319227418626e-05,3.82239775173159e-07,2.53217075525312e-09,-85.9650701130724
"straight",1e+05,100,0.425315461123644,-5.21933410152831e-05,4.12794675847819e-07,2.72431524578204e-09,-85.6474263920345
"straight",102000,102,0.433821770346116,-5.40897384664343e-05,4.450495429991e-07,2.92589787646298e-09,-85.3374083626355
"straight",104000,104,0.442328079568589,-5.60075691098137e-05,4.79055373136478e-07,3.13707729164109e-09,-85.034747809772
"straight",106000,106,0.450834388791062,-5.79459725816946e-05,5.14862935223505e-07,3.35800082228056e-09,-84.7391920185137
"straight",108000,108,0.459340698013535,-5.99040791514758e-05,5.5252271298528e-07,3.58880398033464e-09,-84.4505026208578
"straight",110000,110,0.467847007236008,-6.18810100589577e-05,5.92084847057228e-07,3.82960997038294e-09,-84.168454548397
"straight",112000,112,0.476353316458481,-6.3875877854188e-05,6.33599076998659e-07,4.08052921943352e-09,-83.892835079457
"straight",114000,114,0.484859625680954,-6.58877867397811e-05,6.77114683194849e-07,4.34165892576108e-09,-83.6234429706724
"straight",116000,116,0.493365934903427,-6.79158329155919e-05,7.22680428671102e-07,4.61308262762058e-09,-83.3600876641964
"straight",118000,118,0.501872244125899,-6.99591049256364e-05,7.70344500842457e-07,4.89486979264618e-09,-83.102588562791
"straight",120000,120,0.510378553348372,-7.20166840071434e-05,8.20154453222832e-07,5.18707542871189e-09,-82.8507743659574
"straight",122000,122,0.518884862570845,-7.40876444416197e-05,8.72157147117455e-07,5.48973971699713e-09,-82.6044824610575
"straight",124000,124,0.527391171793318,-7.61710539078099e-05,9.26398693322635e-07,5.80288766796547e-09,-82.3635583640685
"straight",126000,126,0.535897481015791,-7.82659738364337e-05,9.82924393857349e-07,6.12652880092936e-09,-82.1278552052092
"straight",128000,128,0.544403790238264,-8.03714597665738e-05,1.04177868375133e-06,6.46065684783591e-09,-81.8972332552058
"straight",130000,130,0.552910099460737,-8.24865617035945e-05,1.10300507291461e-06,6.80524948187178e-09,-81.671559488421
"straight",132000,132,0.56141640868321,-8.46103244784641e-05,1.16664608811411e-06,7.1602680714459e-09,-81.4507071794768
"straight",134000,134,0.569922717905682,-8.67417881083536e-05,1.23274321508322e-06,7.52565746006885e-09,-81.2345555303548
"straight",136000,136,0.578429027128155,-8.88799881583854e-05,1.30133684079053e-06,7.90134577260792e-09,-81.0229893252711
"straight",138000,138,0.586935336350628,-9.10239561044019e-05,1.37246619589528e-06,8.28724424835497e-09,-80.8158986108998
"straight",140000,140,0.595441645573101,-9.31727196966223e-05,1.44616929741632e-06,8.68324710130213e-09,-80.613178399764
"straight",142000,142,0.603947954795574,-9.53253033240575e-05,1.52248289164332e-06,9.08923140797891e-09,-80.4147283948278
"straight",144000,144,0.612454264018047,-9.74807283795497e-05,1.60144239731882e-06,9.50505702315948e-09,-80.2204527335201
"straight",146000,146,0.62096057324052,-9.96380136253039e-05,1.68308184912076e-06,9.93056652370708e-09,-80.0302597495863
"straight",148000,148,0.629466882462993,-0.000101796175558777,1.7674338414753e-06,1.03655851807774e-08,-79.8440617513223
"straight",150000,150,0.637973191685465,-0.000103954228778791,1.85452947273143e-06,1.08099209605584e-08,-79.6617748148784
"straight",152000,152,0.646479500907938,-0.000106111186351725,1.94439828972858e-06,1.12633645536796e-08,-79.4833185914435
"straight",154000,154,0.654985810130411,-0.000108266060177674,2.03706823278977e-06,1.17256894333807e-08,-79.3086161272287
"straight",156000,156,0.663492119352884,-0.000110417861356409,2.13256558117377e-06,1.21966519424811e-08,-79.1375936952683
"straight",158000,158,0.671998428575357,-0.000112565600553022,2.23091489901985e-06,1.26759914091493e-08,-78.9701806381436
