frequency,ka,acousticTS,echoSMs,sphereTS,noaa_applet
193000.0,15.6373609014024,-39.0370837429948,-39.03708374299541,-39.037083742986816,-39.03708374299451
194000.0,15.7183834967465,-39.0180105023166,-39.018010502317,-39.01801050230574,-39.018010502316194
195000.0,15.7994060920905,-39.0414624732046,-39.041462473204625,-39.0414624731902,-39.04146247320384
196000.0,15.8804286874346,-39.10154636172,-39.10154636171925,-39.10154636170147,-39.101546361718945
197000.0,15.9614512827787,-39.1870792855229,-39.1870792855217,-39.187079285499344,-39.187079285521484
198000.0,16.0424738781227,-39.2828435758298,-39.28284357582855,-39.28284357580094,-39.28284357582805
199000.0,16.1234964734668,-39.3717735909324,-39.371773590930424,-39.37177359089801,-39.371773590930104
200000.0,16.2045190688108,-39.4382124606185,-39.438212460615766,-39.43821246057893,-39.43821246061566
201000.0,16.2855416641549,-39.4719406393086,-39.47194063930553,-39.471940639308244,-39.471940639305444
202000.0,16.3665642594989,-39.4723163203625,-39.47231632036258,-39.4723163203652,-39.47231632036244
203000.0,16.447586854843,-39.452383587152,-39.45238358715213,-39.452383587154436,-39.452383587152
204000.0,16.528609450187,-39.4455196722584,-39.44551967225836,-39.445519672260275,-39.44551967225823
205000.0,16.6096320455311,-39.5256905065189,-39.525690506518806,-39.52569050652059,-39.52569050651866
206000.0,16.6906546408751,-39.8836590541243,-39.88365905412438,-39.88365905412757,-39.88365905412414
207000.0,16.7716772362192,-41.1427376252657,-41.14273762526637,-41.142737625276844,-41.14273762526609
208000.0,16.8526998315633,-45.7721426848378,-45.77214268484128,-45.772142684837966,-45.772142684841114
209000.0,16.9337224269073,-56.7987584852053,-56.7987584852137,-56.798758485209184,-56.798758485211145
210000.0,17.0147450222514,-45.67787228538,-45.677872285370604,-45.677872285379635,-45.67787228537106
211000.0,17.0957676175954,-42.7760298482876,-42.7760298482778,-42.77602984828721,-42.77602984827795
212000.0,17.1767902129395,-41.6576263901631,-41.65762639016356,-41.657626390174116,-41.65762639016367
213000.0,17.2578128082835,-41.1277119822739,-41.127711982274505,-41.12771198228713,-41.12771198227459
214000.0,17.3388354036276,-40.8326949722873,-40.832694972288124,-40.83269497230325,-40.83269497228818
215000.0,17.4198579989716,-40.63455611838,-40.634556118381056,-40.63455611839864,-40.63455611838116
216000.0,17.5008805943157,-40.4717227885107,-40.47172278851211,-40.471722788532,-40.47172278851218
217000.0,17.5819031896597,-40.3186033035881,-40.31860330358974,-40.31860330361123,-40.318603303589775
218000.0,17.6629257850038,-40.1705838310306,-40.170583831032374,-40.17058383105419,-40.1705838310325
219000.0,17.7439483803478,-40.0367288259793,-40.036728825981285,-40.036728826000896,-40.03672882598113
220000.0,17.8249709756919,-39.9083698217956,-39.90836982179722,-39.90836982179604,-39.90836982179709
221000.0,17.905993571036,-39.8800432538346,-39.880043253834934,-39.8800432538342,-39.88004325383479
