frequency,ka,acousticTS,echoSMs,sphereTS,noaa_applet
283000.0,22.9293944823673,-39.9922473831858,-39.99224738318508,-39.992247383169016,-39.99224738318484
284000.0,23.0104170777114,-39.8236699668647,-39.8236699668636,-39.82366996684581,-39.823669966863356
285000.0,23.0914396730554,-40.1449398297495,-40.144939829747685,-40.14493982972332,-40.14493982974754
286000.0,23.1724622683995,-40.2219769466629,-40.221976946660206,-40.22197694662691,-40.221976946660156
287000.0,23.2534848637435,-40.2108127445108,-40.21081274450674,-40.21081274446294,-40.210812744506825
288000.0,23.3345074590876,-40.1577048163993,-40.157704816394244,-40.15770481633769,-40.15770481639404
289000.0,23.4155300544316,-40.0727325533286,-40.072732553330546,-40.07273255325953,-40.07273255332996
290000.0,23.4965526497757,-39.956741671051,-39.95674167105251,-39.95674167106126,-39.956741671052384
291000.0,23.5775752451197,-39.8106856150748,-39.81068561507635,-39.81068561508706,-39.810685615076245
292000.0,23.6585978404638,-39.6386889008902,-39.63868890089179,-39.63868890090406,-39.63868890089174
293000.0,23.7396204358079,-39.4481423045473,-39.44814230454882,-39.44814230456259,-39.448142304548924
294000.0,23.8206430311519,-39.2482849178352,-39.24828491783696,-39.24828491785194,-39.248284917837026
295000.0,23.901665626496,-39.0482610098351,-39.048261009836686,-39.04826100985224,-39.04826100983682
296000.0,23.98268822184,-38.8553225059395,-38.85532250594107,-38.85532250595648,-38.85532250594121
297000.0,24.0637108171841,-38.6735076119974,-38.673507611998744,-38.67350761201277,-38.67350761199895
298000.0,24.1447334125281,-38.5028609599552,-38.50286095995614,-38.50286095996721,-38.502860959956344
299000.0,24.2257560078722,-38.3391379994955,-38.33913799949538,-38.33913799950102,-38.33913799949553
300000.0,24.3067786032162,-38.1739358862818,-38.17393588628161,-38.17393588627923,-38.17393588628192
301000.0,24.3878011985603,-37.9952533835055,-37.99525338350509,-37.99525338349072,-37.99525338350539
302000.0,24.4688237939043,-37.7885573753894,-37.788557375389345,-37.788557375392465,-37.78855737538948
303000.0,24.5498463892484,-37.5385585948098,-37.53855859481049,-37.5385585948161,-37.53855859481045
304000.0,24.6308689845924,-37.2323470599613,-37.232347059961896,-37.23234705997035,-37.232347059962
305000.0,24.7118915799365,-36.8662946428588,-36.86629464285971,-36.86629464287102,-36.86629464285964
306000.0,24.7929141752806,-36.465392392079,-36.46539239208045,-36.465392392095495,-36.465392392080425
307000.0,24.8739367706246,-36.143441574674,-36.14344157467589,-36.14344157469388,-36.143441574675805
308000.0,24.9549593659687,-36.2709337098524,-36.27093370985485,-36.27093370987539,-36.27093370985493
309000.0,25.0359819613127,-37.7051568291579,-37.705156829157886,-37.70515682918105,-37.705156829158625
310000.0,25.1170045566568,-41.3346107338023,-41.33461073380343,-41.334610733799565,-41.334610733804354
311000.0,25.1980271520008,-46.8472047974273,-46.84720479742593,-46.847204797410946,-46.847204797428425
312000.0,25.2790497473449,-50.5223497841619,-50.52234978415831,-50.522349784112734,-50.52234978415777
313000.0,25.3600723426889,-48.7844526930163,-48.78445269301303,-48.78445269297125,-48.78445269301125
314000.0,25.441094938033,-46.6552825433578,-46.655282543355426,-46.65528254332409,-46.655282543354275
315000.0,25.522117533377,-45.235442441043,-45.23544244104115,-45.235442441016716,-45.23544244104005
316000.0,25.6031401287211,-44.2874315712871,-44.287431571286405,-44.2874315712681,-44.28743157128525
317000.0,25.6841627240652,-43.6162340229907,-43.616234022990426,-43.61623402298016,-43.61623402298999
318000.0,25.7651853194092,-43.1064091512594,-43.10640915126005,-43.10640915126007,-43.10640915125959
319000.0,25.8462079147533,-42.6896486050828,-42.689648605082844,-42.689648605097844,-42.68964860508306
320000.0,25.9272305100973,-42.3261360626687,-42.32613606266767,-42.32613606266402,-42.32613606266824
321000.0,26.0082531054414,-41.9949903944289,-41.99499039442797,-41.99499039442137,-41.99499039442831
322000.0,26.0892757007854,-41.6885642663932,-41.6885642663911,-41.68856426638114,-41.68856426639213
323000.0,26.1702982961295,-41.4083146853773,-41.40831468537524,-41.40831468536098,-41.408314685376
324000.0,26.2513208914735,-41.161737919119,-41.16173791911671,-41.16173791909659,-41.16173791911706
325000.0,26.3323434868176,-40.9607926868606,-40.96079268685719,-40.960792686830814,-40.96079268685788
326000.0,26.4133660821616,-40.8230544101771,-40.823054410172304,-40.82305441013788,-40.823054410173114
327000.0,26.4943886775057,-40.7791854486265,-40.77918544862115,-40.779185448577344,-40.77918544862173
328000.0,26.5754112728497,-40.9006587551736,-40.90065875516715,-40.90065875511094,-40.900658755167484
329000.0,26.6564338681938,-41.4193722537409,-41.41937225374125,-41.41937225366796,-41.41937225374161
330000.0,26.7374564635379,-42.8222397195261,-42.8222397195279,-42.82223971953836,-42.822239719527396
331000.0,26.8184790588819,-38.7045269144091,-38.70452691440936,-38.704526914380544,-38.70452691440945
332000.0,26.899501654226,-37.397980913301,-37.39798091330164,-37.397980913260824,-37.397980913301
333000.0,26.98052424957,-36.8622843935395,-36.86228439354021,-36.86228439354791,-36.86228439353931
334000.0,27.0615468449141,-37.1828347548354,-37.18283475483659,-37.182834754845366,-37.182834754835305
335000.0,27.1425694402581,-37.1475414461603,-37.147541446161284,-37.147541446169996,-37.147541446159885
336000.0,27.2235920356022,-36.9260409652635,-36.92604096526456,-36.92604096527277,-36.92604096526306
337000.0,27.3046146309462,-36.575769420892,-36.57576942089324,-36.57576942090014,-36.575769420891554
338000.0,27.3856372262903,-36.126695518626,-36.126695518628104,-36.12669551863322,-36.126695518625425
339000.0,27.4666598216343,-35.6227992451608,-35.6227992451619,-35.62279924516566,-35.62279924515951
340000.0,27.5476824169784,-35.1891607929833,-35.18916079298435,-35.1891607929883,-35.18916079298263
341000.0,27.6287050123224,-35.1777070000265,-35.177707000027574,-35.17770700003546,-35.17770700002805
342000.0,27.7097276076665,-36.2623039270858,-36.26230392708798,-36.26230392710647,-36.26230392709236
343000.0,27.7907502030106,-38.8842500396998,-38.88425003970224,-38.884250039697676,-38.88425003970961
344000.0,27.8717727983546,-42.572652224247,-42.572652224252025,-42.57265222424634,-42.572652224262264
345000.0,27.9527953936987,-46.2226707825706,-46.222670782578405,-46.22267078258869,-46.22267078258321
346000.0,28.0338179890427,-46.5093027885048,-46.50930278851534,-46.509302788558756,-46.50930278851114
347000.0,28.1148405843868,-46.1430905883786,-46.14309058839186,-46.14309058846004,-46.14309058838845
348000.0,28.1958631797308,-45.5552002073992,-45.55520020741295,-45.5552002074981,-45.55520020740981
349000.0,28.2768857750749,-44.8803110543446,-44.88031105434594,-44.88031105433309,-44.880311054343636
350000.0,28.3579083704189,-44.2348898912638,-44.2348898912626,-44.234889891248635,-44.2348898912616
351000.0,28.438930965763,-43.645680473061,-43.645680473060395,-43.645680473045786,-43.64568047305919
352000.0,28.519953561107,-43.1128637170174,-43.1128637170146,-43.11286371700204,-43.11286371701529
353000.0,28.6009761564511,-42.6330722697473,-42.63307226974443,-42.63307226973254,-42.63307226974508
354000.0,28.6819987517952,-42.204197637028,-42.204197637024976,-42.20419763701437,-42.20419763702576
355000.0,28.7630213471392,-41.8249228471172,-41.824922847113854,-41.82492284710557,-41.82492284711475
356000.0,28.8440439424833,-41.4932851769949,-41.49328517699202,-41.49328517698777,-41.49328517699304
357000.0,28.9250665378273,-41.2054869881978,-41.205486988195624,-41.205486988196476,-41.20548698819641
358000.0,29.0060891331714,-40.9551962401732,-40.95519624017268,-40.95519624018146,-40.95519624017318
359000.0,29.0871117285154,-40.7333269339235,-40.73332693392143,-40.733326933941015,-40.7333269339221
360000.0,29.1681343238595,-40.5282745968223,-40.52827459682117,-40.528274596853834,-40.52827459682115
