"frequency","base","more","adpt","ml_base","ml_more","ml_adpt","last_base","last_adpt","delta_more","delta_adpt"
179000,-39.2241763613949,-39.2241763894071,-39.2241763894061,25,35,29,6.53361941559505e-07,3.34832253047924e-11,-2.80122378626402e-08,-2.8011200470246e-08
180000,-39.2393787159968,-39.2393787444807,-39.2393787444795,25,35,29,8.25266513723795e-07,4.45720848535624e-11,-2.84838250763642e-08,-2.84827024188417e-08
181000,-39.3061322990194,-39.3061323245566,-39.3061323245555,25,35,29,1.04040685674433e-06,5.92092385626399e-11,-2.55371617186029e-08,-2.55361030099266e-08
182000,-39.4042334153954,-39.4042334322543,-39.4042334322535,25,35,29,1.30914509304921e-06,7.84901721316978e-11,-1.68588414339865e-08,-1.68581024695413e-08
183000,-39.5122305673368,-39.5122305665866,-39.5122305665866,25,35,30,1.64420068564539e-06,7.51087946009642e-12,7.50169704133441e-10,7.50169704133441e-10
184000,-39.6077622965762,-39.6077622653183,-39.6077622653182,25,35,30,2.06115702350982e-06,1.00411625235205e-11,3.12579828687376e-08,3.12580823447206e-08
185000,-39.6703829055433,-39.6703828265753,-39.6703828265751,25,35,30,2.57907019636988e-06,1.33961760346441e-11,7.89679432955381e-08,7.89682204072051e-08
186000,-39.685595829118,-39.6855956812696,-39.6855956812691,25,35,30,3.22119914545271e-06,1.78356729817956e-11,1.47848382425764e-07,1.47848943754525e-07
187000,-39.648360291874,-39.6483600509083,-39.6483600509073,25,35,30,4.01587968954044e-06,2.36983431668069e-11,2.40965690068151e-07,2.40966649300844e-07
188000,-39.5643030564926,-39.5643026960594,-39.5643026960579,25,35,30,4.99756875478917e-06,3.14249200614544e-11,3.60433197954535e-07,3.60434725621417e-07
189000,-39.44792728343,-39.4479267754422,-39.4479267754399,25,35,30,6.20808955264035e-06,4.15877904604270e-11,5.07987842013335e-07,5.07990137066372e-07
190000,-39.3186765203031,-39.3186758344412,-39.3186758344379,25,35,30,7.69811353103033e-06,5.49288622915447e-11,6.85861976990054e-07,6.85865273908348e-07
191000,-39.1965537042574,-39.196552806818,-39.1965528068135,25,35,30,9.52892075668489e-06,7.24078992152507e-11,8.97439385028065e-07,8.97443982239565e-07
192000,-39.0986546144553,-39.0986547351641,-39.0986547351579,26,36,30,1.35018672421091e-06,9.52640955109934e-11,-1.20708847362039e-07,-1.20702587480537e-07
193000,-39.0370835894629,-39.0370837429942,-39.0370837429948,26,36,31,1.68714480825253e-06,9.47393768804123e-12,-1.53531289015518e-07,-1.53531885871416e-07
194000,-39.018010309987,-39.0180105023159,-39.0180105023166,26,36,31,2.10449338756936e-06,1.25663470080241e-11,-1.9232880532627e-07,-1.92329594028706e-07
195000,-39.0414622358117,-39.0414624732036,-39.0414624732046,26,36,31,2.62050669743067e-06,1.663601372806e-11,-2.37391873270099e-07,-2.37392903557065e-07
196000,-39.1015460735133,-39.1015463617186,-39.10154636172,26,36,31,3.25740084993874e-06,2.19815522300383e-11,-2.88205342258152e-07,-2.88206670973068e-07
197000,-39.1870789426703,-39.1870792855213,-39.1870792855229,26,36,31,4.04213652644569e-06,2.89896758804984e-11,-3.42850917434134e-07,-3.42852601420418e-07
198000,-39.2828431784428,-39.2828435758278,-39.2828435758298,26,36,31,5.00737493392777e-06,3.81602503722291e-11,-3.97384972927739e-07,-3.973870406071e-07
199000,-39.3717731454238,-39.37177359093,-39.3717735909324,26,36,31,6.19261421268148e-06,5.01382012537537e-11,-4.45506152857433e-07,-4.45508611335299e-07
2e+05,-39.4382119816219,-39.4382124606157,-39.4382124606185,26,36,31,7.64553790382955e-06,6.57540755826846e-11,-4.78993811725559e-07,-4.78996625474792e-07
201000,-39.4719401499501,-39.4719406393056,-39.4719406393086,26,36,31,9.42361215164467e-06,8.60755101144116e-11,-4.89355471700037e-07,-4.89358527033801e-07
202000,-39.4723158495496,-39.4723163203627,-39.4723163203625,26,36,32,1.15959741090961e-05,8.78632382879122e-12,-4.70813112940505e-07,-4.70812885566829e-07
203000,-39.4523831624752,-39.4523835871522,-39.452383587152,26,36,32,1.42456606249478e-05,1.15925776882617e-11,-4.24677082833114e-07,-4.24676862564866e-07
204000,-39.4455197131448,-39.4455196722586,-39.4455196722584,27,37,32,2.11854123170801e-06,1.52671912092307e-11,4.0886156682518e-08,4.08863627399114e-08
205000,-39.5256905453182,-39.5256905065191,-39.5256905065189,27,37,32,2.62634955203245e-06,2.00701691691915e-11,3.87991292427614e-08,3.87993353001548e-08
206000,-39.8836591102706,-39.8836590541246,-39.8836590541243,27,37,32,3.25055206689788e-06,2.63367400820487e-11,5.61459998493774e-08,5.61463124881811e-08
207000,-41.1427377743931,-41.1427376252666,-41.1427376252657,27,37,32,4.01657332326965e-06,3.44983510955828e-11,1.49126535120558e-07,1.49127423298978e-07
208000,-45.7721433551363,-45.772142684842,-45.7721426848378,27,37,32,4.95510818926633e-06,4.51093049810189e-11,6.70294205917799e-07,6.70298426541649e-07
209000,-56.7987587288878,-56.7987584852069,-56.7987584852053,27,37,32,6.10315309447226e-06,5.88804959341933e-11,2.43680823075465e-07,2.4368245021833e-07
210000,-45.6778710386222,-45.6778722853712,-45.67787228538,27,37,32,7.50522640352355e-06,7.67220613050363e-11,-1.24674900092714e-06,-1.24675781165706e-06
211000,-42.7760286370316,-42.7760298482785,-42.7760298482876,27,37,32,9.2148101235404e-06,9.97972119374918e-11,-1.21124693919228e-06,-1.21125599861216e-06
212000,-41.6576250683549,-41.6576263901639,-41.6576263901631,27,37,33,1.12960501637873e-05,1.05359625734671e-11,-1.32180895207057e-06,-1.3218081562627e-06
213000,-41.1277104903804,-41.1277119822749,-41.1277119822739,27,37,33,1.38257580835122e-05,1.38093760116708e-11,-1.49189451548182e-06,-1.49189355624912e-06
214000,-40.8326932908688,-40.8326949722884,-40.8326949722873,27,37,33,1.68957637650444e-05,1.80686687606521e-11,-1.68141960443791e-06,-1.68141845335867e-06
215000,-40.6345542620085,-40.6345561183814,-40.63455611838,27,37,33,2.06156758255949e-05,2.36013175107291e-11,-1.85637281191475e-06,-1.85637144056727e-06
216000,-40.4717230216928,-40.4717227885123,-40.4717227885107,28,38,33,3.20585062605115e-06,3.07758436653768e-11,2.33180522002385e-07,2.33182099407259e-07
217000,-40.3186035439603,-40.3186033035898,-40.3186033035881,28,38,33,3.94601449310379e-06,4.00638673918463e-11,2.40370496840114e-07,2.4037220214268e-07
218000,-40.1705840636762,-40.1705838310324,-40.1705838310306,28,38,33,4.84962687429145e-06,5.20679437232833e-11,2.32643799336074e-07,2.32645547271204e-07
219000,-40.0367290306157,-40.036728825981,-40.0367288259793,28,38,33,5.95109011972842e-06,6.75566380308306e-11,2.04634758915745e-07,2.04636378953182e-07
220000,-39.908369969658,-39.9083698217968,-39.9083698217956,28,38,33,7.29167836721734e-06,8.75086503727724e-11,1.47861221932999e-07,1.47862451171932e-07
221000,-39.880043310762,-39.8800432538345,-39.8800432538346,28,38,34,8.92083301381554e-06,9.44845871173734e-12,5.69274121176022e-08,5.69273694850381e-08
222000,-39.921602064754,-39.9216021548979,-39.9216021548978,28,38,34,1.08976870071049e-05,1.23293970848602e-11,-9.01438994560522e-08,-9.01438284017786e-08
223000,-40.104166598348,-40.1041669304397,-40.1041669304394,28,38,34,1.32928554430149e-05,1.60624102230775e-11,-3.32091673271862e-07,-3.32091403265622e-07
224000,-40.371070866011,-40.3710716492617,-40.371071649261,28,38,34,1.61905355689792e-05,2.0891652013691e-11,-7.83250676761327e-07,-7.83250008851155e-07
225000,-39.0589945042415,-39.0589957571928,-39.0589957571916,28,38,34,1.96909656525584e-05,2.71289614310268e-11,-1.25295126451874e-06,-1.25295013475579e-06
226000,-37.9742472056489,-37.9742485489339,-37.9742485489326,28,38,34,2.39132993717788e-05,3.51719876690867e-11,-1.34328498546665e-06,-1.34328369227887e-06
227000,-38.2427077356539,-38.2427095473561,-38.2427095473542,28,38,34,2.8998960507117e-05,4.5526995183432e-11,-1.8117021554076e-06,-1.81170030089106e-06
228000,-38.4906861160443,-38.4906886338545,-38.4906886338517,28,38,34,3.51155518667924e-05,5.88375112598536e-11,-2.51781021631814e-06,-2.51780745941232e-06
229000,-38.6468610263626,-38.6468605995155,-38.6468605995115,29,39,34,5.74788012177141e-06,7.59202559204183e-11,4.26847165613253e-07,4.26851144652574e-07
230000,-38.7280043935378,-38.7280038274552,-38.7280038274497,29,39,34,7.01920385624299e-06,9.78101344041964e-11,5.66082604791518e-07,5.66088168341139e-07
231000,-38.7440770087761,-38.7440762824142,-38.7440762824148,29,39,35,8.55944330025952e-06,1.08798247492374e-11,7.26361975011969e-07,7.26361356839789e-07
232000,-38.7028482833604,-38.7028473800472,-38.702847380048,29,39,35,1.04227990057851e-05,1.41171305405226e-11,9.03313242872628e-07,9.03312432853909e-07
233000,-38.6141778521181,-38.6141767602233,-38.6141767602244,29,39,35,1.26738334751919e-05,1.82892616115345e-11,1.09189475949734e-06,1.09189372210494e-06
234000,-38.4906470225415,-38.4906457348312,-38.4906457348325,29,39,35,1.53893392121066e-05,2.36578780646639e-11,1.28771027618768e-06,1.28770896168362e-06
235000,-38.3461764333593,-38.3461749450822,-38.3461749450838,29,39,35,1.86605218776722e-05,3.05555342080425e-11,1.48827707135979e-06,1.48827545842778e-06
236000,-38.194325315334,-38.1943236209066,-38.1943236209085,29,39,35,2.25955477439733e-05,3.94042425344169e-11,1.69442741082548e-06,1.69442545683296e-06
237000,-38.0479035101353,-38.0479015970616,-38.047901597064,29,39,35,2.73225116278419e-05,5.07387272825897e-11,1.91307362484849e-06,1.91307127295204e-06
238000,-37.922403622702,-37.9224014582476,-37.9224014582504,29,39,35,3.29928893600462e-05,6.5235508049619e-11,2.16445441481028e-06,2.16445157974476e-06
239000,-37.8503964518278,-37.8503939500064,-37.8503939500099,29,39,35,3.97855476901528e-05,8.37492202583881e-11,2.50182139893695e-06,2.50181792438298e-06
240000,-37.9329902210073,-37.932987153305,-37.9329871533046,29,39,36,4.79113944464138e-05,9.49948450471399e-12,3.06770229485664e-06,3.06770267144429e-06
241000,-38.527532348058,-38.5275329085396,-38.527532908539,30,40,36,8.14722333341891e-06,1.22801601137453e-11,-5.60481630884624e-07,-5.60481062450435e-07
242000,-40.8626800640009,-40.8626810798133,-40.8626810798122,30,40,36,9.89157089344347e-06,1.58512115938607e-11,-1.01581242262228e-06,-1.01581133549189e-06
243000,-48.573854912738,-48.5738581031714,-48.5738581031678,30,40,36,1.19931356438956e-05,2.04305287993399e-11,-3.19043337526637e-06,-3.19042974439299e-06
244000,-57.457680094976,-57.4576693250945,-57.4576693251076,30,40,36,1.45216265023814e-05,2.62941824122458e-11,1.07698814986179e-05,1.07698684530533e-05
245000,-47.0067740076287,-47.0067702081748,-47.0067702081796,30,40,36,1.75596548742645e-05,3.37914484360008e-11,3.79945394968217e-06,3.79944906825358e-06
246000,-44.0335533373285,-44.0335500666477,-44.0335500666522,30,40,36,2.12049861527935e-05,4.33635783883216e-11,3.27068085681503e-06,3.2706763803958e-06
247000,-42.5785600533414,-42.5785566513403,-42.5785566513452,30,40,36,2.5573158651256e-05,5.55672148726018e-11,3.40200118387202e-06,3.40199623138915e-06
248000,-41.6972328950855,-41.6972291147727,-41.6972291147785,30,40,36,3.08005254093057e-05,7.11035598936584e-11,3.78031280945379e-06,3.78030698300336e-06
249000,-41.093708763409,-41.0937044628681,-41.0937044628752,30,40,36,3.70477819182125e-05,9.08546569142936e-11,4.30054087985354e-06,4.30053384548046e-06
250000,-40.6521119264571,-40.6521070063534,-40.6521070063527,30,40,37,4.45040513327239e-05,1.05826560124262e-11,4.92010365604756e-06,4.92010438790658e-06
251000,-40.3211835396234,-40.3211779265273,-40.3211779265264,30,40,37,5.33916082732402e-05,1.36135132604092e-11,5.61309609992122e-06,5.6130970023105e-06
252000,-40.0754447786368,-40.0754384249062,-40.0754384249051,30,40,37,6.39713329706008e-05,1.74876282539299e-11,6.35373058344157e-06,6.35373166346653e-06
253000,-39.8995381066006,-39.8995310014707,-39.8995310014694,30,40,37,7.65489993730552e-05,2.24326523939102e-11,7.10512983204126e-06,7.10513113943989e-06
254000,-39.7811985062112,-39.7811995843195,-39.7811995843179,31,41,37,1.36131501346721e-05,2.87357923041985e-11,-1.0781082337985e-06,-1.07810669192077e-06
255000,-39.7080411405948,-39.7080423083731,-39.7080423083714,31,41,37,1.64188996012965e-05,3.67588846520558e-11,-1.16777837178006e-06,-1.16777660963407e-06
256000,-39.6662186345938,-39.6662198547197,-39.6662198547178,31,41,37,1.97776444555909e-05,4.69571565849566e-11,-1.22012596648347e-06,-1.22012401249094e-06
257000,-39.6404431073455,-39.6404443149566,-39.6404443149545,31,41,37,2.37932059808031e-05,5.99025403652359e-11,-1.20761111332968e-06,-1.20760905986117e-06
258000,-39.6149992969456,-39.6150003923883,-39.6150003923863,31,41,37,2.85878817780016e-05,7.63126076220239e-11,-1.09544261306382e-06,-1.09544064486045e-06
259000,-39.5755900722458,-39.5755909165113,-39.5755909165097,31,41,37,3.43055427835963e-05,9.70864282486226e-11,-8.44265528598953e-07,-8.44263915666943e-07
260000,-39.5115997660805,-39.5116001808867,-39.5116001808867,31,41,38,4.11152150505304e-05,1.15949650107165e-11,-4.14806152093661e-07,-4.14806223147934e-07
261000,-39.4181520989802,-39.4181518717713,-39.4181518717713,31,41,38,4.92152162821988e-05,1.48480388052301e-11,2.27208900582809e-07,2.27208943215373e-07
262000,-39.2974556266896,-39.2974545181894,-39.2974545181892,31,41,38,5.88379262535908e-05,1.89881125910282e-11,1.10850014323205e-06,1.10850037060573e-06
263000,-39.1598791926662,-39.1598769422517,-39.1598769422512,31,41,38,7.02552804462305e-05,2.42499624719882e-11,2.25041448231877e-06,2.25041497259326e-06
264000,-39.029019520927,-39.0290158416908,-39.0290158416899,31,41,38,8.37850875602472e-05,3.09286086003037e-11,3.67923620814281e-06,3.67923706789952e-06
265000,-38.9866409094111,-38.9866354277995,-38.9866354277981,31,41,38,9.97982841522968e-05,3.93942793772127e-11,5.48161155222715e-06,5.48161292357463e-06
266000,-38.7279557711012,-38.7279570566602,-38.7279570566578,32,42,38,1.83435876807683e-05,5.01109675353373e-11,-1.28555898015748e-06,-1.28555657852303e-06
267000,-38.0494575156812,-38.0494588679224,-38.0494588679197,32,42,38,2.20175587321184e-05,6.36594095696937e-11,-1.35224114927723e-06,-1.35223848474197e-06
268000,-38.010298711321,-38.0103004690743,-38.0103004690707,32,42,38,2.63952646806221e-05,8.07655051620676e-11,-1.75775330291117e-06,-1.75774963651065e-06
269000,-37.8870363165888,-37.8870385317601,-37.8870385317606,32,42,39,3.16051099605248e-05,9.80096587987479e-12,-2.2151713352514e-06,-2.21517178289332e-06
270000,-37.7368089800068,-37.7368117078261,-37.7368117078267,32,42,39,3.77977050399004e-05,1.2513928390338e-11,-2.72781926469179e-06,-2.72781984733683e-06
271000,-37.5645786033281,-37.5645818975903,-37.564581897591,32,42,39,4.51494825377865e-05,1.59570904215681e-11,-3.29426217859918e-06,-3.29426292466906e-06
272000,-37.3727136871528,-37.372717602694,-37.372717602695,32,42,39,5.38668629255743e-05,2.03213355867587e-11,-3.91554122103344e-06,-3.9155421731607e-06
273000,-37.1916776220764,-37.1916822352803,-37.1916822352815,32,42,39,6.41910467782009e-05,2.58459500012827e-11,-4.61320386335728e-06,-4.61320505706908e-06
274000,-37.1599253697133,-37.1599308477823,-37.1599308477838,32,42,39,7.64035202769799e-05,3.28305101577537e-11,-5.47806896378233e-06,-5.47807047723836e-06
275000,-37.740515939779,-37.7405227211327,-37.7405227211347,32,42,39,9.0832371476675e-05,4.16495940394762e-11,-6.78135366172228e-06,-6.78135565124194e-06
276000,-42.0276607965143,-42.0276738863516,-42.0276738863557,32,42,39,0.000107859526830625,5.2770962536959e-11,-1.30898373100763e-05,-1.30898414241187e-05
277000,-47.6882614534301,-47.6882874232019,-47.6882874232106,32,42,39,0.000127929030720866,6.67780010234475e-11,-2.59697718050234e-05,-2.59697805020664e-05
278000,-62.0659361578013,-62.0659154924676,-62.065915492517,33,43,39,2.4254647718949e-05,8.43973839923425e-11,2.06653337642138e-05,2.06652842820176e-05
279000,-50.6656720238286,-50.6656750242949,-50.6656750242956,33,43,40,2.89826920250318e-05,1.04753863685795e-11,-3.0004662932015e-06,-3.00046700374423e-06
280000,-46.9329658415442,-46.9329691436406,-46.9329691436414,33,43,40,3.45922331372819e-05,1.33215239661459e-11,-3.30209644516799e-06,-3.30209726939756e-06
281000,-45.4272310520543,-45.4272353066061,-45.4272353066073,33,43,40,4.1239821679981e-05,1.69198536056113e-11,-4.2545518397219e-06,-4.25455296237942e-06
282000,-44.7166072543226,-44.7166137039616,-44.7166137039635,33,43,40,4.91083568879607e-05,2.14635273816095e-11,-6.44963901663687e-06,-6.44964084983712e-06
283000,-39.9922422955686,-39.9922473831843,-39.9922473831858,33,43,40,5.84112612223302e-05,2.71938273744285e-11,-5.08761567630245e-06,-5.08761721107476e-06
284000,-39.8236646353402,-39.823669966863,-39.8236699668647,33,43,40,6.93972719403832e-05,3.44117867930833e-11,-5.33152280013383e-06,-5.33152451254182e-06
285000,-40.1449328647285,-40.1449398297471,-40.1449398297495,33,43,40,8.23559335486162e-05,4.34925255293446e-11,-6.96501864183574e-06,-6.96502102925933e-06
286000,-40.2219679815067,-40.2219769466597,-40.2219769466629,33,43,40,9.76238853612218e-05,5.49029122682409e-11,-8.96515294357414e-06,-8.96515621207072e-06
287000,-40.2108014965393,-40.2108127445064,-40.2108127445108,33,43,40,0.000115592049776636,6.92232982828432e-11,-1.12479670519861e-05,-1.12479714289293e-05
288000,-40.1576910671807,-40.1577048163936,-40.1577048163993,33,43,40,0.000136713839465449,8.71742287760972e-11,-1.37492129042016e-05,-1.37492185885435e-05
289000,-40.0727161949288,-40.0727325533293,-40.0727325533286,33,43,41,0.000161514515532634,1.10538007868865e-11,-1.63584004297945e-05,-1.63583997476735e-05
290000,-39.9567227519372,-39.9567416710518,-39.956741671051,33,43,41,0.000190601843978629,1.40044680322373e-11,-1.89191146233725e-05,-1.89191137849321e-05
291000,-39.8106889242763,-39.8106856150758,-39.8106856150748,34,44,41,3.75191526828351e-05,1.77215656821968e-11,3.30920047986183e-06,3.30920150304337e-06
292000,-39.6386925395654,-39.6386889008914,-39.6386889008902,34,44,41,4.45978984694851e-05,2.23985952440038e-11,3.63867395236639e-06,3.63867515318361e-06
293000,-39.4481461806143,-39.4481423045487,-39.4481423045473,34,44,41,5.29536202008812e-05,2.82764833025038e-11,3.87606561247367e-06,3.87606697671572e-06
294000,-39.2482889070872,-39.2482849178367,-39.2482849178352,34,44,41,6.28056501575805e-05,3.5654848852608e-11,3.98925048727961e-06,3.98925197231392e-06
295000,-39.0482649531617,-39.0482610098367,-39.0482610098351,34,44,41,7.44089974584078e-05,4.49058612754572e-11,3.94332509756623e-06,3.94332666076025e-06
296000,-38.8553262028079,-38.855322505941,-38.8553225059395,34,44,41,8.80598051989953e-05,5.64912643126289e-11,3.69686682688553e-06,3.69686839007954e-06
297000,-38.6735108103906,-38.6735076119988,-38.6735076119974,34,44,41,0.000104101584927546,7.09832645395452e-11,3.19839181628367e-06,3.19839324447457e-06
298000,-38.5028633446834,-38.5028609599563,-38.5028609599552,34,44,41,0.000122932330112505,8.90901313196145e-11,2.38472713220972e-06,2.38472826197267e-06
299000,-38.3391391826882,-38.3391379994954,-38.3391379994955,34,44,42,0.000145012622186367,1.15281890691856e-11,1.18319270825396e-06,1.18319265141054e-06
3e+05,-38.1739354059662,-38.1739358862818,-38.1739358862818,34,44,42,0.000170874855884617,1.45542044616668e-11,-4.80315620166039e-07,-4.80315591744329e-07
301000,-37.9952507179897,-37.9952533835056,-37.9952533835055,34,44,42,0.000201133725033749,1.83533904433388e-11,-2.66551588623543e-06,-2.66551573702145e-06
302000,-37.7885519815314,-37.7885573753898,-37.7885573753894,34,44,42,0.000236498125776753,2.31178319843857e-11,-5.39385832354355e-06,-5.3938579966939e-06
303000,-37.5385599816356,-37.5385585948103,-37.5385585948098,35,45,42,4.78414884879076e-05,2.90859569834707e-11,1.38682527506262e-06,1.38682583639138e-06
304000,-37.2323490408225,-37.2323470599622,-37.2323470599613,35,45,42,5.66513948903316e-05,3.65533787590389e-11,1.98086031844014e-06,1.98086116398599e-06
305000,-36.8662972447969,-36.86629464286,-36.8662946428588,35,45,42,6.7012532728829e-05,4.58861945035868e-11,2.60193687751098e-06,2.60193804990649e-06
306000,-36.465395581943,-36.4653923920805,-36.465392392079,35,45,42,7.91849529486271e-05,5.75372772750415e-11,3.18986248970532e-06,3.18986403158306e-06
307000,-36.1434452465072,-36.1434415746759,-36.143441574674,35,45,42,9.34699865060683e-05,7.20662125505488e-11,3.67183138649807e-06,3.67183325522547e-06
308000,-36.2709377115865,-36.2709337098546,-36.2709337098524,35,45,42,0.000110216404338646,9.0163666842755e-11,4.0017319165031e-06,4.00173408365845e-06
309000,-37.705161197246,-37.7051568291577,-37.7051568291579,35,45,43,0.000129827432848239,1.18941479067869e-11,4.36808836923319e-06,4.36808812054323e-06
310000,-41.3346172019167,-41.3346107338019,-41.3346107338023,35,45,43,0.000152768733860733,1.49666627420049e-11,6.46811481885834e-06,6.46811442805983e-06
311000,-46.8472267801029,-46.8472047974258,-46.8472047974273,35,45,43,0.000179577470453685,1.88120236447166e-11,2.19826770972986e-05,2.19826756620023e-05
312000,-50.5224175847798,-50.5223497841572,-50.5223497841619,35,45,43,0.000210872593687102,2.3619314537515e-11,6.78006225740546e-05,6.78006178702617e-05
313000,-48.784510968649,-48.784452693012,-48.7844526930163,35,45,43,0.000247366500222268,2.96225602929206e-11,5.82756370448578e-05,5.82756327105471e-05
314000,-46.65532361793,-46.6552825433546,-46.6552825433578,35,45,43,0.000289878227165081,3.71110887836928e-11,4.10745754564346e-05,4.10745721950434e-05
315000,-45.2354374246522,-45.2354424410405,-45.235442441043,36,46,43,6.01723055764856e-05,4.64422069370692e-11,-5.0163882860943e-06,-5.01639087246986e-06
316000,-44.2874280285203,-44.2874315712852,-44.2874315712871,36,46,43,7.09997845543568e-05,5.80566903479785e-11,-3.54276494363148e-06,-3.54276687630772e-06
317000,-43.6162320930654,-43.6162340229896,-43.6162340229907,36,46,43,8.36902382592975e-05,7.24976900330327e-11,-1.92992421688132e-06,-1.92992533243341e-06
318000,-43.106409191473,-43.1064091512594,-43.1064091512594,36,46,43,9.85488365203757e-05,9.04337847742e-11,4.02135924559843e-08,4.02136208776938e-08
319000,-42.6896511004347,-42.6896486050826,-42.6896486050828,36,46,44,0.000115928076022037,1.2150609068404e-11,2.49535216312324e-06,2.49535199259299e-06
320000,-42.3261415656296,-42.3261360626683,-42.3261360626687,36,46,44,0.000136234677797023,1.52418447512485e-11,5.50296132928452e-06,5.50296093848601e-06
321000,-41.9949994802135,-41.9949903944282,-41.9949903944289,36,46,44,0.00015993741975144,1.90991058876611e-11,9.0857853081161e-06,9.08578462599507e-06
322000,-41.6885775059387,-41.6885642663921,-41.6885642663932,36,46,44,0.000187576020339628,2.39070895778263e-11,1.32395465968216e-05,1.32395455381129e-05
323000,-41.4083326390291,-41.4083146853757,-41.4083146853773,36,46,44,0.00021977120239362,2.98937693627973e-11,1.79536533266855e-05,1.79536517990186e-05
324000,-41.1617611493117,-41.1617379191169,-41.161737919119,36,46,44,0.000257236080219448,3.7340235645289e-11,2.32301948344116e-05,2.32301927240997e-05
325000,-40.9608217860414,-40.9607926868577,-40.9607926868606,36,46,44,0.000300789028488087,4.65927040802994e-11,2.90991837204047e-05,2.909918089955e-05
326000,-40.8230900480904,-40.8230544101734,-40.8230544101771,36,46,44,0.000351368208263479,5.80771538541504e-11,3.56379170085575e-05,3.56379133208407e-05
327000,-40.7792284760565,-40.7791854486217,-40.7791854486265,36,46,44,0.000410047943816763,7.23171527442814e-11,4.30274347138493e-05,4.30274299745292e-05
328000,-40.9006498364956,-40.9006587551675,-40.9006587551736,37,47,44,8.78961978450461e-05,8.99555396206302e-11,-8.91867193075768e-06,-8.91867808405777e-06
329000,-41.4193611788609,-41.4193722537418,-41.4193722537409,37,47,45,0.000103265991264861,1.22994529553616e-11,-1.10748808594963e-05,-1.10748800210558e-05
330000,-42.8222258285771,-42.8222397195272,-42.8222397195261,37,47,45,0.000121204769574359,1.53832972338543e-11,-1.38909500790874e-05,-1.38909489635353e-05
331000,-38.7045228656517,-38.7045269144094,-38.7045269144091,37,47,45,0.000142121119153079,1.92205137908445e-11,-4.04875773796221e-06,-4.04875739690169e-06
332000,-37.3979755142772,-37.3979809133015,-37.397980913301,37,47,45,0.000166485102335724,2.39902336228371e-11,-5.39902428897676e-06,-5.39902379159685e-06
333000,-36.8622763948904,-36.8622843935403,-36.8622843935395,37,47,45,0.000194836939999016,2.99129924526295e-11,-7.99864990597143e-06,-7.99864913858528e-06
334000,-37.1828260326101,-37.1828347548363,-37.1828347548354,37,47,45,0.000227796832778896,3.72600214547841e-11,-8.72222623371499e-06,-8.72222533132572e-06
335000,-37.1475330966815,-37.1475414461612,-37.1475414461603,37,47,45,0.000266076057317135,4.63645585994537e-11,-8.34947967121025e-06,-8.34947875461012e-06
336000,-36.9260337143039,-36.9260409652644,-36.9260409652635,37,47,45,0.000310489488464312,5.76356057805392e-11,-7.25096052889285e-06,-7.25095967624156e-06
337000,-36.5757637562587,-36.5757694208927,-36.575769420892,37,47,45,0.000361969714199723,7.1574643259036e-11,-5.66463400986095e-06,-5.66463330642364e-06
338000,-36.1266915859302,-36.1266955186265,-36.126695518626,37,47,45,0.000421582927254828,8.87959162102426e-11,-3.93269635878823e-06,-3.93269583298661e-06
339000,-35.622796627902,-35.6227992451608,-35.6227992451608,37,47,46,0.000490546796133287,1.23450587307148e-11,-2.61725872974239e-06,-2.61725877948038e-06
340000,-35.1891612588017,-35.1891607929833,-35.1891607929833,38,48,46,0.000107598003513025,1.53975206776872e-11,4.65818459360889e-07,4.65818416728325e-07
341000,-35.17770795921,-35.1777070000264,-35.1777070000265,38,48,46,0.000126022598317235,1.91855910947024e-11,9.59183608983949e-07,9.59183516613393e-07
342000,-36.2623061868646,-36.2623039270855,-36.2623039270858,38,48,46,0.000147462892352163,2.38818619192853e-11,2.25977902346131e-06,2.2597787889822e-06
343000,-38.8842544069665,-38.8842500396993,-38.8842500396998,38,48,46,0.000172388538408011,2.96983028627646e-11,4.36726715236091e-06,4.36726666919185e-06
344000,-42.5726571017129,-42.5726522242465,-42.572652224247,38,48,46,0.000201338370661349,3.68949860510376e-11,4.87746643074161e-06,4.87746586230742e-06
345000,-46.2226609554644,-46.2226707825718,-46.2226707825706,38,48,46,0.000234929967307544,4.57906849338657e-11,-9.82710737673642e-06,-9.82710614749749e-06
346000,-46.5092654346318,-46.5093027885098,-46.5093027885048,38,48,46,0.000273870439757939,5.67757371515247e-11,-3.73538779427918e-05,-3.73538730045198e-05
347000,-46.1430360872917,-46.1430905883863,-46.1430905883786,38,48,46,0.0003189685919563,7.03276392973341e-11,-5.45010945458557e-05,-5.45010868933105e-05
348000,-45.5551350289027,-45.555200207409,-45.5552002073992,38,48,46,0.000371148608275356,8.70299349007693e-11,-6.51785062899535e-05,-6.51784965626234e-05
349000,-44.8802407398226,-44.8803110543432,-44.8803110543446,38,48,47,0.00043146544466018,1.22938265202126e-11,-7.03145206273348e-05,-7.03145219844714e-05
350000,-44.2348180844783,-44.2348898912624,-44.2348898912638,38,48,47,0.000501122115273219,1.52933571594248e-11,-7.18067841134484e-05,-7.18067855913773e-05
351000,-43.6456100562438,-43.6456804730594,-43.645680473061,38,48,47,0.000581489085949198,1.90063702925955e-11,-7.04168156318019e-05,-7.04168171878905e-05
352000,-43.1128757578759,-43.112863717016,-43.1128637170174,39,49,47,0.000130365034544517,2.35981456906236e-11,1.20408598220934e-05,1.20408584223242e-05
