"version","mean_elapsed_s","median_elapsed_s","min_elapsed_s","max_elapsed_s"
"old_fixed_cutoff",0.104,0.0899999999999999,0.0799999999999983,0.140000000000001
"new_adaptive_cutoff",0.716,0.719999999999999,0.65,0.800000000000001
